# File: Mapping_gcamdata_FAO_items.csv
# Title: Mapping of FAO items from different FAOSTAT dataset source
# Units: NA
# Description: This mapping is constructed to generate balanced data based best sources
# The corresponding CPC and FBS item and code are included when available
# Items are separated into different tiers based on data source
# Item_code should be unique. For non-FAO items including some cakes and meat Eq their code were created by adding 0000 to the corresponding oil or animal items
# Tier1 includes 209 items with best sources e.g. bilateral trade (TM)  prodstat (QCL) and supply-utilization-account (SCL)
#  Note that item_code (982 953 311) are moved to Tier3 from Tier1 since TM data not available after 2010.
#  Note that item 237 Oil soybean was moved from Tier1 to Tier2 to use SCL for production due to Brazil data issue in QCL
#  SCL has balanced data processed by FAO but the quality was poor with low consistency
# Tier2 includes 204 items that had no data or low quality data in QCL so used production from SCL
# Tier3 includes 21 items that had QCL but no bilateral trade data so use gross trade from SCL
# Tier4 includes 40 items included in SCL but not in Tier1-3
# Tier5 includes 12 fish items from FBS and FBSH. Item code came from FBS as well
# Tier6 includes 29 items that included in QCL for production but not in Tier1 to Tier5. 
#  Note that item_code (30 paddy rice milled equivalent) is not included as it is not used and discontinued by FAOSTAT.  Flax, processed but not spun (773) is changed to Flax, raw or retted (771).
# Tier7 include 4 cake or fiber items that coproduced in oil crop crushing. Item code used 0
#  Note the FAOSTAT does not provide data for Tier8 item so they are generated based extraction rate and assumed no trade and single use.
# Tier8 includes 16 meat equivalent items converted from live animals. Item code used 0
#  Note that these items were preprocessed based on mainly carcass yield implied by data for adjusting production and stocks
#  Note that for meat equivalent items only stock variation was accounted since 2010 when the data first available
# Last update: 06-09-2024 (XZ)
# Column types: icicccciccic
# ----------
item_code,item,tier,DS_trade,DS_production,DS_demand,DS_key_coproduct_item,DS_key_coproduct_item_code,CPC_code,CPC_item,FBS_item_code,FBS_item
1222,Degras,2,TM,SCL,SCL,,,CPC21932.01,degras,2737,"Fats, Animals, Raw and products"
278,Jojoba oil,2,TM,SCL,SCL,,,CPC21691.06,jojoba oil,2586,"Oilcrops Oil, Other and products"
311,Kapokseed in shell,3,SCL,QCL,SCL,,,CPC01499.06,kapokseed in shell,2570,"Oilcrops, Other and products"
982,Raw milk of sheep,3,SCL,QCL,SCL,,,CPC02291,raw milk of sheep,2848,Milk - (Excluding excluding Butter butter) and products
1019,"Goat fat, unrendered",3,SCL,QCL,SCL,,,CPC21515,"goat fat, unrendered",2737,"Fats, Animals, Raw and products"
1020,Raw milk of goats,3,SCL,QCL,SCL,,,CPC02292,raw milk of goats,2848,Milk - (Excluding excluding Butter butter) and products
1176,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",3,SCL,QCL,SCL,,,CPC02920,"snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2735,"Meat, Other and products"
378,Cassava leaves,3,SCL,QCL,SCL,,,CPC01219.01,cassava leaves,2605,"Vegetables, Other and products"
952,Butter of buffalo milk,3,SCL,QCL,SCL,,,CPC22242.01,butter of buffalo milk [only calories],2740,"Butter, Ghee and products"
953,Ghee from buffalo milk,3,SCL,QCL,SCL,,,CPC22242.02,"ghee, from buffalo milk [only calories]",2740,"Butter, Ghee and products"
955,"Cheese from milk of buffalo, fresh or processed",3,SCL,QCL,SCL,,,CPC22252,"cheese from milk of buffalo, fresh or processed",2848,Milk - (Excluding excluding Butter butter) and products
1128,"Edible offals of camels and other camelids, fresh, chilled or frozen",3,SCL,QCL,SCL,,,CPC21159.02,"edible offals of camels and other camelids, fresh, chilled or frozen",2736,"Offals, Edible and products"
1130,Raw milk of camel,3,SCL,QCL,SCL,,,CPC02293,raw milk of camel,2848,Milk - (Excluding excluding Butter butter) and products
949,"Buffalo fat, unrendered",3,SCL,QCL,SCL,,,CPC21513,"buffalo fat, unrendered",2737,"Fats, Animals, Raw and products"
951,Raw milk of buffalo,3,SCL,QCL,SCL,,,CPC02212,raw milk of buffalo,2848,Milk - (Excluding excluding Butter butter) and products
1108,"Meat of asses, fresh or chilled",3,SCL,QCL,SCL,,,CPC21118.02,"meat of asses, fresh or chilled",2735,"Meat, Other and products"
1111,"Meat of mules, fresh or chilled",3,SCL,QCL,SCL,,,CPC21118.03,"meat of mules, fresh or chilled",2735,"Meat, Other and products"
254,Oil palm fruit,3,SCL,QCL,SCL,,,CPC01491.01,oil palm fruit,2562,Palm kernels and products
1151,"Meat of other domestic rodents, fresh or chilled",3,SCL,QCL,SCL,,,CPC21119.01,"meat of other domestic rodents, fresh or chilled",2735,"Meat, Other and products"
542,Other pome fruits,3,SCL,QCL,SCL,,,CPC01349.10,other pome fruits,2625,"Fruits, Other and products"
305,Tallowtree seeds,3,SCL,QCL,SCL,,,CPC01499.04,tallowtree seeds,2570,"Oilcrops, Other and products"
310,Kapok fruit,3,SCL,QCL,SCL,,,CPC01499.05,kapok fruit,2570,"Oilcrops, Other and products"
277,Jojoba seeds,3,SCL,QCL,SCL,,,CPC01499.03,jojoba seeds,2570,"Oilcrops, Other and products"
23,Starch of wheat,4,SCL,SCL,SCL,,,CPC23220.01,starch of wheat,2511,Wheat and products
24,Wheat gluten,4,SCL,SCL,SCL,,,CPC23220.02,wheat gluten [only calories],2511,Wheat and products
34,Starch of rice,4,SCL,SCL,SCL,,,CPC23220.03,starch of rice,2807,Rice and products
63,Maize gluten,4,SCL,SCL,SCL,,,CPC39130.02,maize gluten [only calories],2514,Maize and products (including white maize)
64,Starch of maize,4,SCL,SCL,SCL,,,CPC23220.04,starch of maize,2514,Maize and products (including white maize)
119,Starch of potatoes,4,SCL,SCL,SCL,,,CPC23220.05,starch of potatoes,2531,Potatoes and products
154,"Fructose, chemically pure",4,SCL,SCL,SCL,,,CPC23210.01,"fructose, chemically pure",2543,"Sweeteners, Other and products"
155,"Maltose, chemically pure",4,SCL,SCL,SCL,,,CPC23210.02,"maltose, chemically pure",2543,"Sweeteners, Other and products"
241,Soya curd,4,SCL,SCL,SCL,,,CPC23999.03,soya curd,2555,Soyabeans and products
306,Vegetable tallow,4,SCL,SCL,SCL,,,CPC21691.09,vegetable tallow [only calories],2586,"Oilcrops Oil, Other and products"
312,"Kapokseed, shelled",4,SCL,SCL,SCL,,,CPC01499.07,"kapokseed, shelled",2570,"Oilcrops, Other and products"
313,Oil of kapok,4,SCL,SCL,SCL,,,CPC21691.11,oil of kapok,2586,"Oilcrops Oil, Other and products"
314,Cake of kapok,4,SCL,SCL,SCL,,,NA,NA,NA,NA
632,Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,4,SCL,SCL,SCL,,,CPC24110,undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher,2659,"Alcohol, Non-Food and products"
916,Egg albumin,4,SCL,SCL,SCL,,,CPC23993.01,egg albumin,2744,Eggs and products
917,Casein,4,SCL,SCL,SCL,,,CPC22260,casein,2848,Milk - (Excluding excluding Butter butter) and products
1273,"Castor oil, hydrogenated",4,SCL,SCL,SCL,,,CPC21693.02,"castor oil, hydrogenated",2586,"Oilcrops Oil, Other and products"
26,Wheat-fermented beverages,4,SCL,SCL,SCL,,,CPC24230.01,wheat-fermented beverages,2657,"Beverages, Fermented and products"
33,"Rice, gluten",4,SCL,SCL,SCL,,,CPC39130.01,"rice, gluten [only calories]",2807,Rice and products
66,"Beer of maize, malted",4,SCL,SCL,SCL,,,CPC24310.02,"Beer of maize, malted",2657,"Beverages, Fermented and products"
82,"Beer of millet, malted",4,SCL,SCL,SCL,,,CPC24310.03,"Beer of millet, malted",2657,"Beverages, Fermented and products"
86,"Beer of sorghum, malted",4,SCL,SCL,SCL,,,CPC24310.04,"Beer of sorghum, malted",2657,"Beverages, Fermented and products"
91,Bran of buckwheat,4,SCL,SCL,SCL,,,CPC39120.09,bran of buckwheat [only calories],2520,"Cereals, Other and products"
95,Flour of fonio,4,SCL,SCL,SCL,,,CPC23120.08,flour of fonio,2520,"Cereals, Other and products"
96,Bran of fonio,4,SCL,SCL,SCL,,,CPC39120.10,bran of fonio [only calories],2520,"Cereals, Other and products"
98,Flour of triticale,4,SCL,SCL,SCL,,,CPC23120.09,flour of triticale,2520,"Cereals, Other and products"
99,Bran of triticale,4,SCL,SCL,SCL,,,CPC39120.11,bran of triticale [only calories],2520,"Cereals, Other and products"
337,Oil of hempseed,4,SCL,SCL,SCL,,,CPC21691.13,oil of hempseed,2586,"Oilcrops Oil, Other and products"
338,Cake of hempseed,4,SCL,SCL,SCL,,,NA,NA,NA,NA
539,"Juice of plum, concentrated",4,SCL,SCL,SCL,,,CPC21439.07,"Juice of plum, concentrated",2625,"Fruits, Other and products"
908,Reconstituted milk,4,SCL,SCL,SCL,,,CPC22110.03,reconstituted milk,2848,Milk - (Excluding excluding Butter butter) and products
954,Skim milk of buffalo,4,SCL,SCL,SCL,,,CPC22110.04,skim milk of buffalo,2848,Milk - (Excluding excluding Butter butter) and products
985,Skim sheep milk,4,SCL,SCL,SCL,,,CPC22110.05,skim sheep milk,2848,Milk - (Excluding excluding Butter butter) and products
297,Oil of poppy seed,4,SCL,SCL,SCL,,,CPC21691.08,oil of poppy seed,2586,"Oilcrops Oil, Other and products"
298,"Cake, poppy seed",4,SCL,SCL,SCL,,,NA,NA,NA,NA
1160,Fat of other camelids,4,SCL,SCL,SCL,,,CPC21519.03,fat of other camelids,2737,"Fats, Animals, Raw and products"
883,Standardized milk,4,SCL,SCL,SCL,,,NA,NA,NA,NA
158,"Cane sugar, centrifugal",4,SCL,SCL,SCL,,,CPC23511.01,"cane sugar, centrifugal",2542,Sugar (Raw Equivalent) and products
538,Juice of plum,4,SCL,SCL,SCL,,,CPC21439.06,Juice of plum,2625,"Fruits, Other and products"
1023,Skim milk of goat,4,SCL,SCL,SCL,,,CPC22110.06,skim milk of goat,2848,Milk - (Excluding excluding Butter butter) and products
2761,Freshwater Fish,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2762,Demersal Fish,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2763,Pelagic Fish,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2764,"Marine Fish, Other",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2765,Crustaceans,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2766,Cephalopods,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2767,"Molluscs, Other",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2769,"Aquatic Animals, Others",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2775,Aquatic Plants,5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2781,"Fish, Body Oil",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2782,"Fish, Liver Oil",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
2768,"Meat, Aquatic Mammals",5,FBS_FBSH,FBS_FBSH,FBS_FBSH,,,,,,
677,Hop cones,6,TM,QCL,Food only,,,,,,
748,"Peppermint, spearmint",6,TM,QCL,Food only,,,,,,
754,"Pyrethrum, dried flowers",6,TM,QCL,Food only,,,,,,
771,"Flax, raw or retted",6,TM,QCL,Other use only,,,,,,
777,"True hemp, raw or retted",6,TM,QCL,Other use only,,,,,,
780,"Jute, raw or retted",6,TM,QCL,Other use only,,,,,,
782,"Kenaf, and other textile bast fibres, raw or retted",6,TM,QCL,Other use only,,,,,,
788,"Ramie, raw or retted",6,TM,QCL,Other use only,,,,,,
789,"Sisal, raw",6,TM,QCL,Other use only,,,,,,
809,"Abaca, manila hemp, raw",6,TM,QCL,Other use only,,,,,,
821,"Other fibre crops, raw, n.e.c.",6,TM,QCL,Other use only,,,,,,
826,Unmanufactured tobacco,6,TM,QCL,Other use only,,,,,,
836,Natural rubber in primary forms,6,TM,QCL,Other use only,,,,,,
987,"Shorn wool, greasy, including fleece-washed shorn wool",6,TM,QCL,Other use only,,,,,,
767,"Cotton lint, ginned",6,TM,QCL,Other use only,,,,,,
1185,Silk-worm cocoons suitable for reeling,6,TM,QCL,Processed only,,,,,,
1186,Raw silk (not thrown),6,TM,QCL,Other use only,,,,,,
1183,Beeswax,6,TM,QCL,Other use only,,,,,,
813,"Coir, raw",6,TM,QCL,Other use only,,,,,,
839,"Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",6,TM,QCL,Other use only,,,,,,
328,"Seed cotton, unginned",6,TM,QCL,Processed only,,,,,,
800,"Agave fibres, raw, n.e.c.",6,TM,QCL,Other use only,,,,,,
919,Raw hides and skins of cattle,6,TM,QCL,Other use only,,,,,,
995,Raw hides and skins of sheep or lambs,6,TM,QCL,Other use only,,,,,,
1025,Raw hides and skins of goats or kids,6,TM,QCL,Other use only,,,,,,
957,Raw hides and skins of buffaloes,6,TM,QCL,Other use only,,,,,,
675,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",6,TM,QCL,Other use only,,,,,,
1158,"Meat of other domestic camelids, fresh or chilled",6,TM,QCL,Food only,,,,,,
778,"Kapok fibre, raw",6,TM,QCL,Other use only,,,,,,
2740000,"Cake, olive residues",7,None,Coproduction_Rate (14.385),Feed only,"Oil, olive residues",274,,,,
2780000,"Cake, jojoba",7,None,Coproduction_Rate (1.222),Feed only,"Oil, jojoba",278,,,,
3320000,"Fiber, cottonseed",7,None,Coproduction_Rate (0.053),Other use only,"Cake, cottonseed",332,,,,
3400000,"Cake, vegetable origin nes",7,None,Coproduction_Rate (1.222),Feed only,"Oil, vegetable origin nes",340,,,,
8670000,"AnMeatEq, cattle",8,None,QCL,QCL,,,,,,
9470000,"AnMeatEq, buffalo",8,None,QCL,QCL,,,,,,
9770000,"AnMeatEq, sheep",8,None,QCL,QCL,,,,,,
10170000,"AnMeatEq, goat",8,None,QCL,QCL,,,,,,
10350000,"AnMeatEq, pig",8,None,QCL,QCL,,,,,,
10580000,"AnMeatEq, chicken",8,None,QCL,QCL,,,,,,
10690000,"AnMeatEq, duck",8,None,QCL,QCL,,,,,,
10730000,"AnMeatEq, goose and guinea fowl",8,None,QCL,QCL,,,,,,
10800000,"AnMeatEq, turkey",8,None,QCL,QCL,,,,,,
10970000,"AnMeatEq, horse",8,None,QCL,QCL,,,,,,
11080000,"AnMeatEq, ass",8,None,QCL,QCL,,,,,,
11110000,"AnMeatEq, mule",8,None,QCL,QCL,,,,,,
11270000,"AnMeatEq, camel",8,None,QCL,QCL,,,,,,
11410000,"AnMeatEq, rabbit",8,None,QCL,QCL,,,,,,
11510000,"AnMeatEq, other rodents",8,None,QCL,QCL,,,,,,
11580000,"AnMeatEq, other camelids",8,None,QCL,QCL,,,,,,
